,Base Country,Base Country Lat,Base Country Lng,Relation Country,Relation Country Lat,Relation Country Lng,Men,Women,Children,Sex Trafficking,Forced Labor,Debt Bondage,Description
894,Trinidad and Tobago,10.691803,-61.222503,Venezuela,6.42375,-66.58973,0,1,1,1,0,0," Women and girls from the Dominican Republic, Venezuela, and Colombia are subjected to sex trafficking in brothels and clubs, often lured by offers of legitimate employment"
895,Trinidad and Tobago,10.691803,-61.222503,Dominican Republic,18.735693,-70.162651,0,1,1,1,0,0," Women and girls from the Dominican Republic, Venezuela, and Colombia are subjected to sex trafficking in brothels and clubs, often lured by offers of legitimate employment"
896,Trinidad and Tobago,10.691803,-61.222503,Colombia,4.570868,-74.297333,0,1,1,1,0,0," Women and girls from the Dominican Republic, Venezuela, and Colombia are subjected to sex trafficking in brothels and clubs, often lured by offers of legitimate employment"
897,Tunisia,33.886917,9.537499,Cote d'Ivoire,7.539988999999999,-5.547079999999999,0,0,1,0,0,0," NGOs and international organizations observed in 2017 a slight increase in boys from Sub-Saharan and West Africa, including boys from Cote d'Ivoire, who are vulnerable to trafficking after accepting fraudulent offers of soccer careers in Tunisia"
898,Tunisia,33.886917,9.537499,Lebanon,33.854721,35.862285,0,1,0,0,1,0," Tunisian women have reportedly been forced into prostitution under false promises of work both within the country and elsewhere in the region, such as Lebanon, United Arab Emirates, and Jordan"
899,Tunisia,33.886917,9.537499,Jordan,30.585164,36.238414,0,1,0,0,1,0," Tunisian women have reportedly been forced into prostitution under false promises of work both within the country and elsewhere in the region, such as Lebanon, United Arab Emirates, and Jordan"
900,Tunisia,33.886917,9.537499,United Arab Emirates,23.424076,53.847818,0,1,0,0,1,0," Tunisian women have reportedly been forced into prostitution under false promises of work both within the country and elsewhere in the region, such as Lebanon, United Arab Emirates, and Jordan"
901,Tunisia,33.886917,9.537499,Cote d'Ivoire,7.539988999999999,-5.547079999999999,0,1,0,0,0,0," Civil society and international organizations continue to report an increase in women, primarily from West Africa and increasingly from Cote d'Ivoire, who are exploited in domestic servitude in private homes in Tunis, Sfax, Sousse, and Gabes"
902,Turkey,38.963745,35.243322,Syria,34.80207499999999,38.996815,0,0,1,0,0,0," Syrian refugee and other children engaged in street begging and also reportedly worked in agriculture, restaurants, textile factories, markets, shops, and other workplaces, at times acting as the breadwinners for their families"
903,Turkey,38.963745,35.243322,Syria,34.80207499999999,38.996815,0,0,1,1,0,0, Some reports claimed some Syrian and other girls were sold into marriages in which they were vulnerable to domestic servitude and sex trafficking
904,Turkey,38.963745,35.243322,Israel,31.046051,34.851612,1,0,0,0,0,0, Some Turkish men are subjected to trafficking in Azerbaijan and Israel
905,Turkey,38.963745,35.243322,Azerbaijan,40.143105,47.576927,1,0,0,0,0,0, Some Turkish men are subjected to trafficking in Azerbaijan and Israel
906,Turkey,38.963745,35.243322,Georgia,32.1656221,-82.9000751,1,1,0,0,1,0, Some Georgian men and women are subjected to forced labor
907,Uganda,1.373333,32.290275,Sudan,12.862807,30.217636,0,0,1,0,0,0, South Sudanese children in refugee settlements in northern Uganda are vulnerable to trafficking
908,Uganda,1.373333,32.290275,South Sudan,6.876991899999999,31.3069788,0,0,1,0,0,0, South Sudanese children in refugee settlements in northern Uganda are vulnerable to trafficking
909,Uganda,1.373333,32.290275,Tanzania,-6.369028,34.888822,0,0,1,0,1,0," Traffickers subject some children from the DRC, Rwanda, Burundi, Kenya, Tanzania, and South Sudan to forced agricultural labor and exploited in prostitution in Uganda"
910,Uganda,1.373333,32.290275,Sudan,12.862807,30.217636,0,0,1,0,1,0," Traffickers subject some children from the DRC, Rwanda, Burundi, Kenya, Tanzania, and South Sudan to forced agricultural labor and exploited in prostitution in Uganda"
911,Uganda,1.373333,32.290275,South Sudan,6.876991899999999,31.3069788,0,0,1,0,1,0," Traffickers subject some children from the DRC, Rwanda, Burundi, Kenya, Tanzania, and South Sudan to forced agricultural labor and exploited in prostitution in Uganda"
912,Uganda,1.373333,32.290275,Rwanda,-1.940278,29.873888,0,0,1,0,1,0," Traffickers subject some children from the DRC, Rwanda, Burundi, Kenya, Tanzania, and South Sudan to forced agricultural labor and exploited in prostitution in Uganda"
913,Uganda,1.373333,32.290275,Kenya,-0.023559,37.906193,0,0,1,0,1,0," Traffickers subject some children from the DRC, Rwanda, Burundi, Kenya, Tanzania, and South Sudan to forced agricultural labor and exploited in prostitution in Uganda"
914,Uganda,1.373333,32.290275,Burundi,-3.373056,29.918886,0,0,1,0,1,0," Traffickers subject some children from the DRC, Rwanda, Burundi, Kenya, Tanzania, and South Sudan to forced agricultural labor and exploited in prostitution in Uganda"
915,Ukraine,48.379433,31.1655799,Russia,61.52401,105.318756,0,0,1,0,1,0, The OSCE Special Monitoring Mission in Ukraine reported children as young as 15 took part in active combat as part of Russia-led forces
916,Ukraine,48.379433,31.1655799,Russia,61.52401,105.318756,0,0,1,0,1,0," Russia's proxies in eastern Ukraine issued decrees calling for the conscription of minors and Russia-led forces used children as soldiers, informants, and human shields"
917,Ukraine,48.379433,31.1655799,Russia,61.52401,105.318756,0,1,1,1,0,0, Women and girls from conftict-affected areas have reportedly been kidnapped for the purposes of sex and labor trafficking in Ukraine and Russia
918,United Arab Emirates,23.424076,53.847818,Morocco,31.791702,-7.092619999999999,0,1,0,0,1,0," Some women, predominantly from Eastern Europe, Central Asia, South and Southeast Asia, East Africa, Iraq, Iran, and Morocco, are subjected to forced prostitution in the UAE"
919,United Arab Emirates,23.424076,53.847818,Iraq,33.223191,43.679291,0,1,0,0,1,0," Some women, predominantly from Eastern Europe, Central Asia, South and Southeast Asia, East Africa, Iraq, Iran, and Morocco, are subjected to forced prostitution in the UAE"
920,United Arab Emirates,23.424076,53.847818,Iran,32.427908,53.688046,0,1,0,0,1,0," Some women, predominantly from Eastern Europe, Central Asia, South and Southeast Asia, East Africa, Iraq, Iran, and Morocco, are subjected to forced prostitution in the UAE"
921,Uruguay,-32.522779,-55.765835,Dominican Republic,18.735693,-70.162651,0,1,0,1,0,0," Women from the Dominican Republic, and to a lesser extent from South American countries, are subjected to sex trafficking in Uruguay"
922,Uruguay,-32.522779,-55.765835,Spain,40.46366700000001,-3.74922,0,1,0,0,1,0," Uruguayan women and LGBTI individuals are forced into prostitution in Spain, Italy, Argentina, and Brazil"
923,Uruguay,-32.522779,-55.765835,Italy,41.87194,12.56738,0,1,0,0,1,0," Uruguayan women and LGBTI individuals are forced into prostitution in Spain, Italy, Argentina, and Brazil"
924,Uruguay,-32.522779,-55.765835,Brazil,-14.235004,-51.92528,0,1,0,0,1,0," Uruguayan women and LGBTI individuals are forced into prostitution in Spain, Italy, Argentina, and Brazil"
925,Uruguay,-32.522779,-55.765835,Argentina,-38.416097,-63.61667199999999,0,1,0,0,1,0," Uruguayan women and LGBTI individuals are forced into prostitution in Spain, Italy, Argentina, and Brazil"
926,Uzbekistan,41.377491,64.585262,Moldova,47.411631,28.369885,1,1,0,0,1,0," Uzbek men, and to a lesser extent women, were subjected to forced labor in Kazakhstan, Russia, Moldova, Turkey, and in other Asian, Middle Eastern, and European countries in the construction, oil and gas, agricultural, retail, and food sectors"
927,Uzbekistan,41.377491,64.585262,Kazakhstan,48.019573,66.923684,1,1,0,0,1,0," Uzbek men, and to a lesser extent women, were subjected to forced labor in Kazakhstan, Russia, Moldova, Turkey, and in other Asian, Middle Eastern, and European countries in the construction, oil and gas, agricultural, retail, and food sectors"
928,Uzbekistan,41.377491,64.585262,Turkey,38.963745,35.243322,1,1,0,0,1,0," Uzbek men, and to a lesser extent women, were subjected to forced labor in Kazakhstan, Russia, Moldova, Turkey, and in other Asian, Middle Eastern, and European countries in the construction, oil and gas, agricultural, retail, and food sectors"
929,Uzbekistan,41.377491,64.585262,Russia,61.52401,105.318756,1,1,0,0,1,0," Uzbek men, and to a lesser extent women, were subjected to forced labor in Kazakhstan, Russia, Moldova, Turkey, and in other Asian, Middle Eastern, and European countries in the construction, oil and gas, agricultural, retail, and food sectors"
930,Vietnam,14.058324,108.277199,Saudi Arabia,23.885942,45.079162,0,1,0,0,1,0," Some Vietnamese women who travel abroad for internationally brokered marriages or jobs in restaurants, massage parlors, and karaoke barsŠincluding to China, Japan, Korea, Malaysia, Saudi Arabia, Singapore, and TaiwanŠare subjected to domestic servitude or forced prostitution"
931,Vietnam,14.058324,108.277199,Japan,36.204824,138.252924,0,1,0,0,1,0," Some Vietnamese women who travel abroad for internationally brokered marriages or jobs in restaurants, massage parlors, and karaoke barsŠincluding to China, Japan, Korea, Malaysia, Saudi Arabia, Singapore, and TaiwanŠare subjected to domestic servitude or forced prostitution"
932,Vietnam,14.058324,108.277199,Malaysia,4.210484,101.975766,0,1,1,1,0,0," Vietnamese women and children are subjected to sex trafficking abroad; many are misled by fraudulent employment opportunities and sold to brothel operators on the borders of China, Cambodia, and Laos, and elsewhere in Asia, including Thailand, Malaysia, Republic of Korea, Taiwan, and Singapore"
933,Vietnam,14.058324,108.277199,Singapore,1.352083,103.819836,0,1,1,1,0,0," Vietnamese women and children are subjected to sex trafficking abroad; many are misled by fraudulent employment opportunities and sold to brothel operators on the borders of China, Cambodia, and Laos, and elsewhere in Asia, including Thailand, Malaysia, Republic of Korea, Taiwan, and Singapore"
934,Vietnam,14.058324,108.277199,Taiwan,23.69781,120.960515,0,1,1,1,0,0," Vietnamese women and children are subjected to sex trafficking abroad; many are misled by fraudulent employment opportunities and sold to brothel operators on the borders of China, Cambodia, and Laos, and elsewhere in Asia, including Thailand, Malaysia, Republic of Korea, Taiwan, and Singapore"
935,Vietnam,14.058324,108.277199,Thailand,15.870032,100.992541,0,1,1,1,0,0," Vietnamese women and children are subjected to sex trafficking abroad; many are misled by fraudulent employment opportunities and sold to brothel operators on the borders of China, Cambodia, and Laos, and elsewhere in Asia, including Thailand, Malaysia, Republic of Korea, Taiwan, and Singapore"
936,Vietnam,14.058324,108.277199,China,35.86166,104.195397,0,1,0,0,1,0," Some Vietnamese women who travel abroad for internationally brokered marriages or jobs in restaurants, massage parlors, and karaoke barsŠincluding to China, Japan, Korea, Malaysia, Saudi Arabia, Singapore, and TaiwanŠare subjected to domestic servitude or forced prostitution"
937,Vietnam,14.058324,108.277199,Cambodia,12.565679,104.990963,0,1,1,1,0,0," Vietnamese women and children are subjected to sex trafficking abroad; many are misled by fraudulent employment opportunities and sold to brothel operators on the borders of China, Cambodia, and Laos, and elsewhere in Asia, including Thailand, Malaysia, Republic of Korea, Taiwan, and Singapore"
938,Vietnam,14.058324,108.277199,Malaysia,4.210484,101.975766,0,1,0,0,1,0," Some Vietnamese women who travel abroad for internationally brokered marriages or jobs in restaurants, massage parlors, and karaoke barsŠincluding to China, Japan, Korea, Malaysia, Saudi Arabia, Singapore, and TaiwanŠare subjected to domestic servitude or forced prostitution"
939,Vietnam,14.058324,108.277199,Singapore,1.352083,103.819836,0,1,0,0,1,0," Some Vietnamese women who travel abroad for internationally brokered marriages or jobs in restaurants, massage parlors, and karaoke barsŠincluding to China, Japan, Korea, Malaysia, Saudi Arabia, Singapore, and TaiwanŠare subjected to domestic servitude or forced prostitution"
940,Vietnam,14.058324,108.277199,Taiwan,23.69781,120.960515,0,1,0,0,1,0," Some Vietnamese women who travel abroad for internationally brokered marriages or jobs in restaurants, massage parlors, and karaoke barsŠincluding to China, Japan, Korea, Malaysia, Saudi Arabia, Singapore, and TaiwanŠare subjected to domestic servitude or forced prostitution"
941,Vietnam,14.058324,108.277199,United Kingdom,55.378051,-3.435973,1,1,1,0,1,0, Vietnamese organized crime networks recruit Vietnamese adults and children under pretenses of lucrative job opportunities and transport them to EuropeŠparticularly the United KingdomŠand subject them to forced labor on cannabis farms
942,Vietnam,14.058324,108.277199,Australia,-25.274398,133.775136,0,0,1,1,0,0," Child sex tourists, reportedly from elsewhere in Asia, the United Kingdom and other countries in Europe, Australia, Canada, and the United States, exploit children in Vietnam"
943,Vietnam,14.058324,108.277199,Canada,56.130366,-106.346771,0,0,1,1,0,0," Child sex tourists, reportedly from elsewhere in Asia, the United Kingdom and other countries in Europe, Australia, Canada, and the United States, exploit children in Vietnam"
